NP_type,Coating,core_size_nm,Surf_charge_mV,shape,Dose_microg_mL,Duration_h,Cell_name,Cell_species,cell_Organ,Cell_morphology,Cell_age,cell_type,sex,Assay,Test_indicator,nanomaterial_group,viability_class
CdTe,None,5.2,,,0.03,24.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,1
CdSe,Lipofectamine,4.0,,,0.0,24.0,EAhy926,Human,Somatic Cell-hybrid,Endothelial,,Normal,male,MTS,TetrazoliumSalt,quantum_dots,0
CdSe,RGD_based,4.0,,,0.03,528.0,hMSCs,Human,BoneMarrow,Mesenchymal,Adult,Normal,,Trypan_Blue,Trypan_Blue,quantum_dots,0
CdTe,None,7.0,,,2.0,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
CdSeS,None,6.0,,,0.6,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,Live/Dead,,quantum_dots,0
CdTe,None,3.2,,,0.33,10.0,PANC-1,Human,Pancreas,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,1
CdSe,None,7.2,,,0.01,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,0
CdSe,None,4.5,,,0.1,12.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,3.0,,,8.28,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,1
CdSe,None,4.0,,,0.2,1.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,MTS,TetrazoliumSalt,quantum_dots,0
CdSe,None,6.3,,,0.02,48.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,5.1,,,0.82,24.0,NIH3T3,Mouse,Embryo,Fibroblast,fetus,Normal,,MTT,TetrazoliumSalt,quantum_dots,1
CdSe,Cystein_based,5.1,,,0.9,48.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,1
CdTe,None,4.0,,,6.34,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,SRB,resazurin/sulforhodamine_B,quantum_dots,1
CdSeTe,None,5.7,,,0.64,24.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,3.3,,,2.5,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,1
CdTe,None,5.06,,,1.67,24.0,MDCK,Dog,Kidney,Epithelial,Adult,Normal,female,MTT,TetrazoliumSalt,quantum_dots,1
CdSe,Arginine_based,4.0,,,0.89,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,FGF,7.3,,,0.01,24.0,hAM-dMSCs,Human,Amniotic-membrane,Stem-cell,Stem,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,9.0,,,0.06,48.0,mMSCs,Mouse,BoneMarrow,Fibroblast,Stem,Normal,,WST-1,TetrazoliumSalt,quantum_dots,0
CdSe,PolyFect,9.0,,,0.0,72.0,hADAS,Human,Adipose-tissue,Endothelial,Stem,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,4.0,,,0.1,48.0,J774A.1,Mouse,Ascites,Macrophage,Adult,cancer,female,Hemolysis,,quantum_dots,0
CdSe,Poloxamer,7.7,,,0.03,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,Trypan_Blue,Trypan_Blue,quantum_dots,0
CdSeTe,None,12.0,,,0.01,96.0,CB-CD133,Human,Umbilical,Hemocyte,Stem,Normal,,APO_BrdU_TUNEL,BrdUTP,quantum_dots,0
CdSe,None,25.0,,,0.0,24.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,Saponin,3.4,,,0.01,0.0,H9C2,Rat,Heart,Myoblast,,cancer,male,Live/Dead,,quantum_dots,0
CdTe,None,5.3,,,0.02,48.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,1
CdS,None,6.0,,,0.31,24.0,BY4742,Yeast,Microorganism,Somatic,,Normal,,Live/Dead,,quantum_dots,0
CdTe,None,4.5,,,3.0,0.0,K562,Human,BoneMarrow,Lymphoblast,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,6.5,,,0.18,24.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,1
CdSe,None,9.5,,,0.1,24.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,4.0,,,0.01,24.0,hMSCs,Human,BoneMarrow,Mesenchymal,Adult,Normal,,LDH,LDHrelease,quantum_dots,0
CdSe,His_based,4.3,,,0.02,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,WST-1,TetrazoliumSalt,quantum_dots,0
CdSe,Poloxamer,7.7,,,0.03,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,1
CdSe,HSA,6.0,,,3.32,12.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,0
CdSeTe,None,8.65,,,0.11,24.0,PC3,Human,Prostate,Epithelial,Adult,cancer,male,WST-1,TetrazoliumSalt,quantum_dots,0
CdSe,None,4.0,,,0.2,24.0,EAhy926,Human,Somatic Cell-hybrid,Endothelial,,Normal,male,MTS,TetrazoliumSalt,quantum_dots,0
CdTe,None,3.0,,,1.25,24.0,H460,Human,Lung,Epithelial,,cancer,male,WST-1,TetrazoliumSalt,quantum_dots,1
CdSe,None,3.5,,,0.1,12.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,0
CdSeTe,None,7.3,,,7.2,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,0
CdSe,Transferrin_based,5.4,,,3.2,72.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,7.0,,,2.0,48.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
CdSeTe,Irinotecan,12.0,,,0.01,24.0,B16,Mouse,Skin,Epithelial,,cancer,,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,5.01,,,0.09,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,Others,,quantum_dots,1
CdSe,Protein-Peptide,4.4,,,0.1,240.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,Colonigenic-assay,CrystalViolet,quantum_dots,0
CdSe,None,5.0,,,0.11,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,1
CdHgTe,None,3.0,,,0.12,24.0,L929,Mouse,Connective-tissue,Fibroblast,neonate,Normal,male,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,5.3,,,0.02,8.0,HL-7702,Human,Liver,Hepatocyte,,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdSeTe,HSV_TK_based,12.0,,,0.03,96.0,SMMC-7721,Human,Liver,Hepatocyte,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,4.0,,,0.08,24.0,HSF-42,Human,Skin,Fibroblast,,,,Trypan_Blue,Trypan_Blue,quantum_dots,0
CdSe,None,5.5,,,0.4,48.0,U87,Human,Brain,Epithelial,Adult,cancer,male,MTS,TetrazoliumSalt,quantum_dots,1
CdHgTe,Folic_acid_based,6.68,,,1000.0,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,Lipofectamine,4.0,,,0.3,1.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTS,TetrazoliumSalt,quantum_dots,0
CdTe,None,3.17,,,0.17,24.0,MT-Null,Mouse,Embryo,Fibroblast,fetus,Normal,,WST-1,TetrazoliumSalt,quantum_dots,0
CdTe,None,4.21,,,0.13,1.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,SRB,resazurin/sulforhodamine_B,quantum_dots,0
CdSe,None,4.0,,,0.02,336.0,ABMCs,Pig,BoneMarrow,Stem-cell,Stem,,,MTT,TetrazoliumSalt,quantum_dots,1
CdSe,None,7.0,,,0.45,72.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,SRB,resazurin/sulforhodamine_B,quantum_dots,0
CdSeTe,Camptothecin,12.0,,,0.01,24.0,B16,Mouse,Skin,Epithelial,,cancer,,MTT,TetrazoliumSalt,quantum_dots,1
CdTe,None,3.7,,,3.0,3.0,K562,Human,BoneMarrow,Lymphoblast,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,3.32,,,0.3,1.0,PANC-1,Human,Pancreas,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,6.3,,,0.02,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,1
CdSe,None,9.0,,,0.01,24.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,0
CdTe,None,5.3,,,0.02,12.0,HL-7702,Human,Liver,Hepatocyte,,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,Doxorubicin,3.0,,,1.75,4.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,6.3,,,0.02,48.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,5.0,,,4.13,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSeTe,HSV_TK_based,12.0,,,0.03,96.0,HL-7702,Human,Liver,Hepatocyte,,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,8.3,,,0.0,4.0,HFF,Human,Foreskin,Fibroblast,neonate,Normal,male,Live/Dead,,quantum_dots,0
CdTe,None,5.3,,,0.02,72.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,1
CdTe,None,3.5,,,0.18,24.0,L929,Mouse,Connective-tissue,Fibroblast,neonate,Normal,male,FACS,fluorescent,quantum_dots,0
CdSe,GSH,5.0,,,32.0,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,Cystein_based,,,,2.4,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,1
CdSe,None,7.7,,,0.03,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,Trypan_Blue,Trypan_Blue,quantum_dots,0
CdTe,Cystein_based,2.2,,,5.08,12.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,Trypan_Blue,Trypan_Blue,quantum_dots,0
CdSe,None,9.0,,,0.21,192.0,hMSCs,Human,BoneMarrow,Mesenchymal,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,Fibrinogen,4.8,,,4.67,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,gum_arabic,3.0,,,0.2,72.0,HELF,Human,Lung,Fibroblast,,Normal,,MTT,TetrazoliumSalt,quantum_dots,1
CdTe,Folic_acid_based,6.0,,,0.0,4.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
CdS,Antibody_based,4.5,,,5.8,24.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,,SRB,resazurin/sulforhodamine_B,quantum_dots,0
QDs,TGA,3.6,-27.0,,0.0,17.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,ApoTox­Glo_Triplex,Caspase_Glo,quantum_dots,1
CdS,None,4.7,,,0.02,72.0,Caco_2,Human,Colon,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,5.0,,,0.05,2.0,J774A.1,Mouse,Ascites,Macrophage,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,5.3,,,0.02,24.0,HL-7702,Human,Liver,Hepatocyte,,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
QDs,PEG_based,30.0,,,0.1,24.0,SK­BR­3,Human,Breast,Epithelial,Adult,cancer,female,Live/Dead,CalceinAM,quantum_dots,0
CdSe,None,9.0,,,0.04,24.0,mMSCs,Mouse,BoneMarrow,Fibroblast,Stem,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdS,None,7.3,,,0.0,72.0,C-Vulgaris,Microalgae,Microorganism,Somatic,,Normal,,Colonigenic-assay,CrystalViolet,quantum_dots,0
CdSe,Cystein_based,4.8,,,1.06,48.0,ECV304,Human,Bladder,Endothelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,65.0,,,0.0,72.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,1
CdTe,None,3.1,,,2.5,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,1
CdSe,None,5.5,,,0.42,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,1
CdTe,None,2.5,,,0.0,384.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,1
CdS,None,4.0,,,0.52,24.0,RTG-2,Fish,Gonad,Fibroblast,,Normal,,XTT,TetrazoliumSalt,quantum_dots,1
CdSeTe,HSV_TK_based,12.0,,,0.01,96.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,Cystein_based,46.7,,,0.0,72.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,SA_based,5.5,,,0.02,0.0,L6-GLUT4myc,Rat,Muscle,Myoblast,neonate,Normal,male,Colonigenic-assay,CrystalViolet,quantum_dots,0
QDs,None,6.0,,,21.0,24.0,Caco_2,Human,Colon,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,4.0,,,0.01,8.0,HSF-42,Human,Skin,Fibroblast,,,,Trypan_Blue,Trypan_Blue,quantum_dots,0
CdSe,None,3.8,,,0.05,6.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,1
CdSe,Arginine_based,4.0,,,0.89,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,CPP,4.0,,,0.2,1.0,COS­1,Monkey,Kidney,Fibroblast,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,3.4,,,1.38,24.0,Raji,Human,Lymph,Lymphocyte,Adult,cancer,male,MTS,TetrazoliumSalt,quantum_dots,0
CdTe,None,3.2,,,0.1,12.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,1
CdTe,gum_arabic,3.0,,,0.2,48.0,K562,Human,BoneMarrow,Lymphoblast,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,1
CdSe,GSH,5.0,,,32.0,1.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,4.0,,,0.2,1.0,EAhy926,Human,Somatic Cell-hybrid,Endothelial,,Normal,male,MTS,TetrazoliumSalt,quantum_dots,0
CdTe,None,5.3,,,0.02,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,3.25,,,6.23,12.0,Colo­205,Human,Colon,Epithelial,Adult,cancer,male,Trypan_Blue,Trypan_Blue,quantum_dots,0
CdTe,gum_arabic,3.0,,,0.0,72.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,Polylysine,5.01,,,4.3,20.0,B-LCL,Human,Blood,Monocyte,neonate,cancer,,Colonigenic-assay,CrystalViolet,quantum_dots,1
CdSe,Barstar,4.6,,,0.1,1.0,SKOV­3,Human,Ovary,Epithelial,Young,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,5.7,,,0.1,2.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,NR,toluylene red,quantum_dots,0
CdTe,Uricacid-Reducer,5.06,,,0.21,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,1
CdTe,Folic_acid_based,6.0,,,0.0,2.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,GSH,9.5,,,0.02,48.0,RAW 264.7,Mouse,Blood,Macrophage,Adult,cancer,male,SRB,resazurin/sulforhodamine_B,quantum_dots,0
CdSe,Serum_based,5.0,,,0.02,54.0,TK6,Human,Spleen,Lymphoblast,Young,cancer,male,Colonigenic-assay,CrystalViolet,quantum_dots,0
CdSe,None,3.0,,,8.28,12.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,4.0,,,0.2,4.0,EAhy926,Human,Somatic Cell-hybrid,Endothelial,,Normal,male,MTS,TetrazoliumSalt,quantum_dots,0
CdSeTe,None,12.0,,,0.02,240.0,ABMCs,Pig,BoneMarrow,Stem-cell,Stem,,,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,6.7,,,0.32,4.0,Erythrocyte,Rabbit,Blood,Erythrocyte,,Normal,,Hemolysis,,quantum_dots,0
CdSe,NLS,,,,0.41,12.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdS,None,3.1,,,0.1,120.0,SAOS,Human,Bone,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,Arginine_based,4.0,,,0.05,72.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,1
CdTe,None,3.2,,,0.16,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,Scrambled_Peptide,5.0,,,0.41,12.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,2.2,,,12.2,24.0,L929,Mouse,Connective-tissue,Fibroblast,neonate,Normal,male,MTT,TetrazoliumSalt,quantum_dots,1
CdSe,RGD_based,4.7,,,0.02,72.0,BxPC-3,Human,Pancreas,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,5.25,,,110.0,24.0,VERO,Monkey,Kidney,Epithelial,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,4.0,,,104.0,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,8.0,,,1.5,48.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTS,TetrazoliumSalt,quantum_dots,0
CdTe,None,5.1,,,0.82,24.0,NIH3T3,Mouse,Embryo,Fibroblast,fetus,Normal,,MTT,TetrazoliumSalt,quantum_dots,1
CdSe,None,9.5,,,0.02,25.0,MDA­MB­231,Human,Breast,Epithelial,Adult,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,0
CdTe,None,4.5,,,0.3,120.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,Gelatin_based,3.0,,,0.4,24.0,differntiated-NG108-15,Mouse,Brain,Neural,,cancer,,Live/Dead,,quantum_dots,1
CdTe,Gelatin_based,2.5,,,0.0,384.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,2.9,,,1.0,24.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,Calcein,CalceinAM,quantum_dots,0
CdSe,Hydroxyapatite,4.6,,,0.13,2.0,MC3T3-E1,Mouse,Bone,Preosteoblast,neonate,Normal,,Others,,quantum_dots,0
CdSe,nucleic_acids,4.0,,,0.0,72.0,HT29,Human,Colon,Epithelial,Adult,cancer,female,MTS,TetrazoliumSalt,quantum_dots,0
CdSe,HSA,7.7,,,2.0,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,SRB,resazurin/sulforhodamine_B,quantum_dots,0
CdHgTe,None,7.0,,,100.0,24.0,MDA­MB­231,Human,Breast,Epithelial,Adult,cancer,female,Colonigenic-assay,CrystalViolet,quantum_dots,1
CdSe,None,6.3,,,0.02,24.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,1
CdSe,None,5.0,,,0.01,2.0,HSF-42,Human,Skin,Fibroblast,,,,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,4.21,,,0.13,1.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,SRB,resazurin/sulforhodamine_B,quantum_dots,0
CdSe,None,9.0,,,0.0,24.0,P19,Mouse,Embryo,Epithelial,,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,4.0,,,0.0,72.0,I-galbana,Microalgae,Microorganism,Somatic,,Normal,,Colonigenic-assay,CrystalViolet,quantum_dots,1
CdSe,Folic_acid_based,9.0,,,0.0,4.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,Poloxamer,7.7,,,0.03,24.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,5.2,,,0.08,24.0,P-Chrysosporium,Yeast,Microorganism,Somatic,,Normal,,Others,,quantum_dots,0
CdSe,None,8.3,,,0.0,10.0,HFF,Human,Foreskin,Fibroblast,neonate,Normal,male,Live/Dead,,quantum_dots,0
CdS,Antibody_based,2.5,,,0.04,72.0,VERO,Monkey,Kidney,Epithelial,Adult,Normal,,LDH,LDHrelease,quantum_dots,0
CdS,Antibody_based,2.5,,,0.04,24.0,VERO,Monkey,Kidney,Epithelial,Adult,Normal,,LDH,LDHrelease,quantum_dots,0
CdTe,Transferrin_based,3.0,,,0.2,24.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,7.0,,,1.0,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,WST-1,TetrazoliumSalt,quantum_dots,0
CdSe,None,9.0,,,0.01,6.0,HaCat,Human,Skin,Keratinocyte,Adult,Normal,male,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,6.7,,,0.0,24.0,YUSIK,Human,Skin,Epithelial,,cancer,,Others,,quantum_dots,0
CdSe,None,2.7,,,22.01,48.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,SRB,resazurin/sulforhodamine_B,quantum_dots,0
CdTe,None,2.6,,,0.3,10.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,1
CdSe,nucleic_acids,7.15,,,0.02,1.0,Caco_2,Human,Colon,Epithelial,Adult,cancer,male,WST-1,TetrazoliumSalt,quantum_dots,0
CdSe,His_based,4.3,,,0.25,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,WST-1,TetrazoliumSalt,quantum_dots,0
CdS,None,4.5,,,0.73,24.0,MRC-5,Human,Lung,Fibroblast,fetus,Normal,male,APO_BrdU_TUNEL,BrdUTP,quantum_dots,0
CdTe,Gd,10.8,,,0.27,24.0,RAW 264.7,Mouse,Blood,Macrophage,Adult,cancer,male,MTS,TetrazoliumSalt,quantum_dots,0
CdSe,None,9.0,,,0.3,24.0,MEF,Mouse,embryo,Fibroblast,neonate,Normal,,Trypan_Blue,Trypan_Blue,quantum_dots,0
CdTe,None,2.9,,,0.1,12.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,1
CdSe,None,2.8,,,0.25,24.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,12.0,,,0.0,48.0,primary,Cow,Knee,Chondrocytes,Adult,Normal,,MTS,TetrazoliumSalt,quantum_dots,0
CdTe,None,4.21,,,0.25,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,SRB,resazurin/sulforhodamine_B,quantum_dots,0
CdSe,Lipofectamine,4.0,,,0.2,24.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,MTS,TetrazoliumSalt,quantum_dots,0
CdSe,None,6.0,,,0.0,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,0
QDs,Cystein_based,2.8,,,0.47,24.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,Alamar_Blue,AlamarBlue,quantum_dots,0
CdSeTe,GSH,5.9,,,13.53,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,0
CdSe,None,4.6,,,2.87,12.0,VERO,Monkey,Kidney,Epithelial,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,1
CdSe,None,5.7,,,0.1,24.0,primary,Human,Skin,Fibroblast,,Normal,,NR,toluylene red,quantum_dots,0
CdSe,None,4.0,,,0.08,8.0,HSF-42,Human,Skin,Fibroblast,,,,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,3.8,,,0.05,6.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,5.4,,,0.04,8.0,GES-1,Human,Gastic,Epithelial,neonate,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,GSH,3.1,,,48.0,12.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,nucleic_acids,5.0,,,0.04,24.0,SK-N-SH,Human,Brain,Epithelial,Young,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,4.6,,,0.02,48.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,2.0,,,200.0,96.0,T-Cruzi,Protozoa,Microorganism,Somatic,,Normal,,Colonigenic-assay,CrystalViolet,quantum_dots,1
CdSe,None,9.0,,,0.0,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,6.0,,,41.0,24.0,MGH,Human,Bladder,Epithelial,,Normal,,WST-1,TetrazoliumSalt,quantum_dots,1
CdTe,None,3.0,,,0.4,24.0,NG108-15,Mouse,Brain,Neural,,cancer,,Live/Dead,,quantum_dots,1
CdSe,None,4.0,,,0.1,24.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTS,TetrazoliumSalt,quantum_dots,0
